Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Severe Weather - Ice/Snow,2013,12/9/13,6:54 AM,12/9/13,2:22 PM,Dominion Virginia Power,Virginia Service Territory,SERC,293,"88,000","severe weather, winter storm"
Severe Thunderstorms,2004,7/7/04,1:30 p.m.,7/7/04,11:54 p.m.,Dominion - Virginia Power/North Carolina Power,Central Virginia,SERC,120,"88,110","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2014,4/30/14,3:50 AM,4/30/14,2:00 PM,Southern Company,"Alabama, Florida, Georgia",SERC,296,"89,000","severe weather, thunderstorm"
Severe Weather - Wind Storm,2013,11/21/13,7:45 PM,11/22/13,3:20 AM,Pacific Gas & Electric Co,Northern California,WECC,150,"89,500","severe weather, wind"
Severe Weather - Winter Storm,2012,2/19/12,5:00 PM,2/21/12,7:33 AM,American Electric Power,"Kentucky, Virginia, West Virginia",SERC,UNK,"90,000","severe weather, winter storm"
High Winds,2006,10/20/06,1:00 p.m.,10/22/06,5:00 p.m.,PECO Energy,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RFC,N/A,"90,000","severe weather, wind"
Breaker Closed,2003,7/28/03,6:55 p.m.,7/28/03,8:35 p.m.,Arizona Public Service,Arizona,WECC,440,"90,000",equipment failure
Severe Thunderstorms,2011,6/26/11,6:00 PM,6/27/11,1:00 PM,Southern Company,Alabama; Georgia,SERC,300,"90,160","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2013,6/13/13,3:20 PM,6/14/13,9:10 PM,American Electric Power,Ohio; Virginia; West Virginia,"RFC, SERC",Unknown,"90,247","severe weather, thunderstorm"
Brush Fire/Load Shedding/Implemented Emergency Alert,2007,10/22/07,2:01 p.m.,10/22/07,2:22 p.m.,Southern California Edison Company,Southern California,WECC,451,"90,323","wild fire, load shedding"
Snow Storm,2008,12/11/08,9:00 a.m.,12/13/08,11:59 p.m.,Entergy Corporation,"Southern Louisiana, Southern and Central Mississippi",SERC,N/A,"91,300","severe weather, winter storm"
Severe Weather,2011,12/1/11,12:45 AM,12/7/11,9:00 PM,Southern California Edison (SCE),Southern California,WECC,UNK,"91,690",severe weather
Severe Weather,2000,8/9/00,6:30 p.m.,8/7/00,11:59 p.m.,Cinergy Corp,Ohio,ECAR,None,"92,000",severe weather
Severe Weather,2010,12/18/10,5:00 a.m.,12/19/10,10:00 PM,Puget Sound Energy,"Redmond, Washington",WECC,184,"92,090",severe weather
Severe Weather - Thunderstorms,2013,7/23/13,11:38 PM,7/25/13,4:30 AM,American Electric Power,"Tulsa, Oklahoma",SPP,500,"92,748","severe weather, thunderstorm"
Severe Weather,2011,2/25/11,3:23 PM,2/27/11,6:00 PM,Baltimore Gas & Electric,Maryland,RFC,UNK,93000,severe weather
Transmission Tripped,2009,4/23/09,4:25 p.m.,4/24/09,12:29 a.m.,Puget Sound Energy,"Skagit County, Washington",WECC,244,"93,300",equipment failure
Severe Weather,2007,8/16/07,9:30 p.m.,8/17/07,10:49 p.m.,Dominion Virginia Power,Virginia and Eastern North Carolina - Primarily in Central Virginia,SERC,200,"93,300",severe weather
Severe Thunderstorms,2011,6/18/11,3:30 PM,6/19/11,3:42 PM,Southern Company,"Northern, Georgia",SERC,312,"93,828","severe weather, thunderstorm"
Severe Thunderstorms,2005,7/27/05,4:50 p.m,7/28/05,9:24 p.m.,PECO Energy,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",MAAC,N/A,"93,837","severe weather, thunderstorm"
High Winds,2009,10/13/09,3:45 p.m.,10/13/09,5:50 p.m.,Sacramento Municipal Utility District,Sacramento County,WECC,90,"94,000","severe weather, wind"
Hurricane Charley,2004,8/14/04,1:00 p.m.,8/14/04,11:00 p.m.,Progress Energy - Carolinas,Central and Eastern North Carolina and Northern and Eastern South Carolina,SERC,500,"94,000","severe weather, hurricane/tropical storm"
Thunderstorms,2010,6/18/10,3:30 p.m.,6/20/10,12:30 AM,Northern Indiana Public Service Company,Northwest Indiana,RFC,N/A,"94,345","severe weather, thunderstorm"
Load Shed,2006,5/4/06,2:12 p.m.,5/4/06,2:45 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,140,"94,639",load shedding
Severe Weather - Hurricane Isaac,2012,8/29/12,9:48 AM,8/31/12,12:55 PM,Cleco Power LLC,Louisiana,SPP,Unknown,"95,000","severe weather, hurricane/tropical storm"
Hurricane Ike,2008,9/14/08,2:00 p.m.,9/17/08,12:00 p.m.,Dayton Power and Light,Dayton Ohio Area,RFC,"1,000","95,000","severe weather, hurricane/tropical storm"
Ice Storm,2007,12/11/07,4:00 a.m.,12/20/07,3:30 p.m.,Westar Energy,Eastern half of the State of Kansas,MRO,500,"95,000","severe weather, winter storm"
Severe Weather/Line Relayed,2004,12/27/04,7:50 a.m.,12/27/04,10:50 a.m.,Pacific Gas and Electric  Company,"Salinas, California and surrounding communities",WECC,100,"95,000",severe weather
Ice Storm,2002,1/30/02,4:00 PM,2/10/02,9:00 AM,Missouri Public Service,Missouri,SPP,210,"95,000","severe weather, winter storm"
Severe Weather - Thunderstorms,2012,7/7/12,6:00 PM,7/9/12,7:01 PM,FirstEnergy Corp. Jersey Central Power & Light,Central and Northern New Jersey,RFC,N/A,"95,400","severe weather, thunderstorm"
Winter Storm,2002,12/25/02,10:00 AM,12/27/02,8:30 AM,Metropolitan Edison Co./First Energy,"Reading, York, Hanover, Hamburg Pennsylvania",MAAC,NA,"95,630","severe weather, winter storm"
Severe Weather - Thunderstorms,2012,3/20/12,8:00 AM,3/20/12,1:00 PM,CenterPoint Energy,"Houston, Texas",TRE,N/A,"96,000","severe weather, thunderstorm"
High Winds,2008,2/10/08,11:00 a.m.,2/14/08,5:05 p.m.,American Electric Power,Virginia and West Virginia Area of AEP,RFC,N/A,"97,342","severe weather, wind"
Winter Storm,2010,2/5/10,7:00 p.m.,2/12/10,3:46 PM,Potomac Electric Power Co,"District of Columbia, Prince Georges and Montgomery Co. MD",RFC,N/A,"97,651","severe weather, winter storm"
Loss of Load,2007,6/29/07,9:23 a.m.,6/29/07,10:09 a.m.,Salt River Project,Metropolitan Phoenix Area,WECC,399,"98,700",load shedding
Severe Storm,2009,6/19/09,12:01 a.m.,6/21/09,11:00 p.m.,Consumers Energy,Michigan Lower Peninsula,RFC,75,"99,000","severe weather, storm"
Hurricane Frances,2004,9/6/04,1:00 p.m.,9/9/04,12:00 p.m.,Southern Company,"Florida, Mississippi, Alabama, Georgia",SERC,"3,000","99,000","severe weather, hurricane/tropical storm"
Severe Weather - Storms and Wind,2013,4/18/13,3:00 PM,4/21/13,3:30 AM,Detroit Edison Co,"Southeast Michigan, Michigan",RFC,Unknown,"99,188","severe weather, wind"
Severe Weather,2011,8/28/11,7:00 AM,9/3/11,12:01 AM,New York State Electric & Gas Corporation,New York,NPCC,UNK,"99,700",severe weather
Tropical Storm Gaston,2004,8/30/04,6:58 p.m.,8/31/04,3:35 p.m.,Dominion - Virginia Power/North Carolina Power,"Central Virginia, South to North Carolina and East to the Virginia Coast",SERC,150,"99,816","severe weather, hurricane/tropical storm"
Severe Weather - Thunderstorms,2013,5/31/13,7:30 PM,6/1/13,8:00 PM,Ameren Missouri,St. Louis Metro Area Missouri,SERC,Unknown,"100,000","severe weather, thunderstorm"
Severe Weather,2011,12/1/11,3:29 AM,12/2/11,1:05 PM,Pacific Gas and Electric,Northern California,WECC,300,"100,000",severe weather
Severe Weather,2011,8/28/11,9:42 AM,8/30/11,12:01 AM,Niagara Mohawk Power Corporation,Eastern New York,NPCC,N/A,"100,000",severe weather
Severe Thunderstorms,2011,6/9/11,5:51 PM,6/10/11,12:00 PM,ISO New England/Northeast Utilities,"Western, Massachusetts; Connecticut",NPCC,0,"100,000","severe weather, thunderstorm"
Thunderstorms,2010,6/18/10,7:00 p.m.,6/19/10,5:00 AM,Consumers Energy,Southern Portion of Lower Michigan,RFC,N/A,"100,000","severe weather, thunderstorm"
Shed Firm Load,2008,8/18/08,7:22 p.m.,8/19/08,6:44 p.m.,Puerto Rico Electric Power Authority,North Part of Island,PR,225,"100,000",load shedding
Tropical Storm Ernesto,2006,9/1/06,8:00 p.m.,9/4/06,5:00 p.m.,Atlantic City Electric,Southern New Jersey Counties,RFC,400,"100,000","severe weather, hurricane/tropical storm"
Transmission Line Loss,2000,3/18/00,4:00 p.m.,3/18/00,5:10:00 PM,El Paso Elec. Co.,Texas,MAIN,400,"100,000",transmission interruption
Load Shedding/Voltage Reduction,2008,6/4/08,3:14 p.m.,6/4/08,3:46 p..m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,90,"100,948","load shedding, voltage reduction"
Severe Weather,2008,2/10/08,4:00 a.m.,2/12/08,8:43 p.m.,Allegheny Power,"Southwestern Pennsylvania, West Virginia, Virginia, Maryland",RFC,412,"100,969",severe weather
Unknown *,2003,8/14/03,4:09 p.m.,8/16/03,1:03 p.m.,Consumers Power,"Southern Lower  Michigan and small areas near Flint, Alma, Saginaw, and Lansing Michigan",ECAR,"1,007","101,000",unknown
Severe Weather,2010,8/12/10,6:45 a.m.,8/12/10,9:00 PM,Potomac Electric Power Co.,"District of Columbia, Maryland",RFC,N/A,"101,003",severe weather
Severe Weather - Snow/Ice,2014,2/5/14,12:00 AM,2/9/14,6:00 PM,FirstEnergy Corp: Potomac Edison,"Maryland, West Virginia",RFC,Unknown,"101,580","severe weather, winter storm"
Severe Weather High Wind,2000,5/18/00,6:00 p.m.,NA,NA,Commonwealth Edison,Illinois,MAIN,NA,"101,830","severe weather, wind"
Tropical Storm Fay,2008,8/19/08,9:29 a.m.,8/22/08,10:00 p.m.,Florida Power and Light,Florida,FRCC,N/A,"101,950","severe weather, hurricane/tropical storm"
Severe Thunderstorm,2009,6/12/09,10:00 p.m.,6/13/09,6:00 p.m.,Southern Company,Georgia,SERC,290,"102,000","severe weather, thunderstorm"
Winter Storm,2010,2/5/10,11:30 p.m.,2/7/10,2:38 AM,American Electric Power,"Indiana, Ohio, W. Virginia and Virginia",RFC,N/A,"102,225","severe weather, winter storm"
Severe Thunderstorms,2011,6/24/11,6:30 PM,6/25/11,1:30 AM,Southern Company,North/North Central Alabama; Georgia,SERC,340,"102,275","severe weather, thunderstorm"
Severe Thunderstorms,2007,4/16/07,8:00 a.m.,4/16/07,7:00 p.m.,Public Service New Hampshire Electric System Control Center,New Hampshire,NPCC,-,"102,568","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2012,7/18/12,2:16 PM,7/19/12,11:58 PM,Duke Energy Midwest,"Southeast Ohio, Northern Kentucky, Southern Indiana",RFC,480,"103,000","severe weather, thunderstorm"
Severe Weather,2011,7/11/11,9:00 AM,7/11/11,10:25 AM,"Detroit Edison, Subsidiary of DTE Energy",Michigan,RFC,254,"103,000",severe weather
Load Shedding,2007,10/26/07,6:44 a.m.,10/26/07,10:43 a.m.,City of Riverside,"Riverside, California",WECC,240,"104,000",load shedding
Loss of 300+ MW Load,2013,8/1/13,11:19 PM,8/2/13,12:49 AM,Florida Power & Light Co,Daytona Beach Florida,FRCC,297,"104,498",load shedding
Winter Storm,2010,2/6/10,2:30 a.m.,2/7/10,7:00 AM,Dominion,"Virginia, North Carolina",SERC,600,"104,736","severe weather, winter storm"
Severe Weather - Heavy Winds,2013,11/2/13,12:00 AM,11/4/13,6:00 AM,Puget Sound Energy,"King, Whatcom, and Skagit, Washington",WECC,Unknown,"105,000","severe weather, wind"
Severe Weather,2011,9/3/11,2:00 PM,9/8/11,6:00 PM,"Detroit Edison, Subsidiary of DTE Energy","Southeast Lower Peninsula, Michigan",RFC,UNK,"105,000",severe weather
Severe Weather,2011,4/19/11,11:02 PM,4/21/11,5:32 PM,Tennessee Valley Authority,"Memphis, Tennessee",SERC,300,"105,000",severe weather
Tropical Depression Ike,2008,9/14/08,7:00 p.m.,9/14/08,11:59 p.m.,Duquesne Light Company,Allegheny and Beaver Counties in Pennsylvania,RFC,600,"105,000","severe weather, hurricane/tropical storm"
Tropical Storm Ernesto,2006,9/1/06,10:00 a.m.,9/4/06,2:00 p.m.,Delmarva Power,Southern Delmarva Peninsula,RFC,380,"105,000","severe weather, hurricane/tropical storm"
Hurricane Wilma,2005,10/24/05,4:00 a.m.,10/24/05,4:00 p.m.,Seminole Electric Cooperative,"Florida counties of Collier, Charlotte and Lee",FRCC,280,"105,000","severe weather, hurricane/tropical storm"
Strong Thunderstorm,2005,6/5/05,2:00 p.m.,6/7/05,6:00 p.m.,Consumers Energy,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,ECAR,50-60,"105,000","severe weather, thunderstorm"
Heavy Rain and Wind Storm,2004,12/1/04,7:30 a.m.,12/2/04,10:09 p.m.,Exelon (PECO Energy),"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",MAAC,-,"105,312","severe weather, storm"
Shed Firm Load/Reduced Voltage,2006,8/24/06,9:58 p.m.,8/24/06,11:25 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,180,"106,000","load shedding, voltage reduction"
Winter Storm,2002,12/25/02,5:00 PM,12/26/02,5:00 AM,PPL Corporation,Eastern Pennsylvania,MAAC,250,"106,000","severe weather, winter storm"
Severe Weather,2011,6/22/11,9:46 AM,6/22/11,9:46 AM,Tennessee Valley Authority (TVA),"Knoxville, Tennessee",SERC,UNK,"106,300",severe weather
Severe Weather - Thunderstorms,2014,4/29/14,11:30 PM,4/29/14,12:30 PM,Southern Company,"Mississippi, Alabama",SERC,355,"106,648","severe weather, thunderstorm"
Hurricane Ike,2008,9/14/08,7:30 a.m.,9/18/08,3:00 p.m.,Ameren Corporation,Missouri and Illinois,MRO,N/A,"107,000","severe weather, hurricane/tropical storm"
Major Storms,2007,7/19/07,3:50 p.m.,7/19/07,10:15 p.m.,Dominion - Virginia Power/North Carolina Power,"North, East and Central Virginia",SERC,72,"107,000","severe weather, storm"
Severe Weather,2011,8/25/11,12:30 AM,8/28/11,8:00 PM,FirstEnergy Corp: Cleveland Electric Illuminating Company,"Cleveland area, Ohio",RFC,N/A,"107,833",severe weather
Severe Weather,2011,8/27/11,11:00 PM,8/29/11,8:00 AM,Southern Maryland Electric Cooperative (SMECO),Maryland,RFC,UNK,"108,000",severe weather
Severe Storms,2008,6/4/08,3:00 p.m.,6/7/08,5:30 a.m.,Baltimore Gas and Electric Company,Entire BGE Service Territory,RFC,N/A,"108,000","severe weather, storm"
Hurricane Claudette,2003,7/15/03,8:24 a.m.,7/21/03,10:30 a.m.,American Electric Power-Texas Central Company,Texas,ERCOT,230-300,"108,000","severe weather, hurricane/tropical storm"
Severe Weather - Thunderstorms,2012,6/29/12,11:30 PM,6/30/12,2:00 AM,Exelon Corporation/ComEd,Northeast Illinois,RFC,UNK,"109,000","severe weather, thunderstorm"
Severe Storms,2008,5/30/08,9:30 a.m.,5/30/08,11:00 p.m.,Exelon Corporation-ComEd,Northern and Western Counties of Illinois,RFC,N/A,"109,000","severe weather, storm"
Severe Weather,2006,11/15/06,3:00 p.m.,11/15/06,5:00 p.m.,Southern Company,Georgia,SERC,363,"109,000",severe weather
Severe Weather,2011,10/29/11,2:00 PM,10/31/11,14:00,Exelon Corporation/PECO,Southeast Pennsylvania,RFC,UNK,"109,335",severe weather
Ice Storm,2009,1/28/09,9:00 a.m.,2/5/09,8:00 a.m.,Tennessee Valley Authority,Northeast Tennessee and Southwest Kentucky,SERC,N/A,"109,527","severe weather, winter storm"
Earthquake,2003,12/22/03,11:15 a.m.,12/22/03,11:16 a.m.,Pacific Gas and Electric,Central California Coast,WECC,220,"109,750",earthquake
Electric System Separation/Severe Lightning Storms,2008,7/24/08,7:23 a.m.,7/24/08,5:41 p.m.,ISO New England,"Bangor Hydro System, northern Maine",NPCC,180,"110,000","severe weather, thunderstorm, islanding"
Severe Thunderstorms,2008,1/29/08,4:00 p.m.,2/3/08,8:00 a.m.,Entergy Corporation,"Arkansas, Mississippi, North Louisiana",SERC,N/A,"110,000","severe weather, thunderstorm"
Severe Storm,2005,9/13/05,6:30 p.m.,9/16/05,8:00 p.m.,We Energies,Southeast Wisconsin and Fox Valley,MAIN,600,"110,000","severe weather, storm"
Hurricane Jeanne,2004,9/26/04,3:00 a.m.,9/30/04,9:00 a.m.,Orlando Utilities Commission,"Orlando and St. Cloud, Florida",FRCC,350,"110,000","severe weather, hurricane/tropical storm"
High Winds,2003,11/13/03,6:00 a.m.,11/16/03,4:00 p.m.,Baltimore Gas and Electric,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Harford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",MAAC,375,"110,000","severe weather, wind"
Major Windstorm,2007,1/16/07,2:00 a.m.,1/17/07,12:00 a.m.,Snohomish County PUD No. 1,"Snohomish County, Washington",WECC,260,"110,433","severe weather, wind"
Severe Weather - Thunderstorms,2012,6/11/12,7:50 PM,6/12/12,3:00 PM,Southern Company,North/Central Alabama; North/Central Georgia,SERC,368,"110,591","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2012,7/5/12,12:00 AM,7/6/12,8:30 PM,Consumers Energy,Lower Peninsula Michigan,RFC,Unknown,"111,000","severe weather, thunderstorm"
Severe Weather - High Winds,2012,4/16/12,3:46 PM,4/19/12,2:00 AM,"Detroit Edison, Subsidiary of DTE Energy","Southeast, Michigan",RFC,218,"111,393","severe weather, wind"
Severe Weather,2006,6/1/06,6:00 p.m.,6/3/06,9:00 a.m.,PECO Energy,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsylvania",RFC,N/A,"111,555",severe weather
Ice Storm,2009,1/27/09,1:46 p.m.,2/3/09,5:00 p.m.,Entergy Corporation,Northern Arkansas,SERC,N/A,"111,818","severe weather, winter storm"
Severe Weather - Thunderstorms,2012,5/29/12,8:35 PM,5/31/12,10:00 AM,Oklahoma Gas & Electric,"Oklahoma City Metro Area, Oklahoma",SPP,UNK,"112,000","severe weather, thunderstorm"
Hurricane Ivan,2004,9/17/04,4:30 a.m.,9/18/04,12:00 p.m.,Progress Energy -Carolinas,Western North Carolina,SERC,400,"112,000","severe weather, hurricane/tropical storm"
Severe Weather,2011,5/29/11,6:30 PM,5/31/11,10:00 PM,Consumers Energy,"Mid and Southern Lower Peninsula, Michigan",RFC,250,"113,000",severe weather
Hurricane Ike,2008,9/12/08,8:00 p.m.,9/27/08,7:00 p.m.,Texas New Mexico Power Company,Galveston and Brazoria Counties,TRE,650,"113,247","severe weather, hurricane/tropical storm"
Interruption of Firm Power,2001,3/14/01,3:00 p.m.,3/15/01,3:00:00 PM,Reliant Energy,Texas Gulf Coast,ERCOT,NA,"114,000",load shedding
High Winds,2008,2/10/08,2:06 p.m.,2/10/08,11:36 p.m.,Dominion-Virginia Power,Dominion Service Territory,SERC,170,"114,618","severe weather, wind"
Strong Thunderstorm/High Winds,2005,6/29/05,4:30 p.m.,7/4/05,11:30 p.m.,DTE Energy,Southeast  Michigan,ECAR,"1,000","114,711","severe weather, thunderstorm"
Winter Ice Storm,2005,1/5/05,9:10 p.m.,1/16/05,11:00 a.m.,American Electric Power,Indiana Michigan Region - Muncie District,ECAR,545,"114,791","severe weather, winter storm"
Thunderstorms,2008,6/16/08,4:15 p.m.,6/16/08,11:19 p.m.,Dominion-Virginia Power,Northern Virginia,SERC,"800-1,000","115,000","severe weather, thunderstorm"
Brush Fire/Shed Firm Load,2008,11/15/08,9:39 a.m.,11/15/08,10:10 a.m.,Los Angeles Department of Water and Power,City of Los Angeles,WECC,211,"115,500","wild fire, load shedding"
Severe Weather/ Tornadoes,2006,4/8/06,4:00 a.m.,4/8/06,11:00 a.m.,Southern Company,North and Central Alabama and Northern Georgia areas,SERC,300,"115,589","severe weather, tornado"
Severe Weather,2011,8/28/11,12:30 PM,8/28/11,12:31 PM,"Orange and Rockland Utilities, Inc.",New York,NPCC,N/A,"116,000",severe weather
Voltage Reduction,2005,4/23/05,4:22 a.m.,4/23/05,4:48 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,345,"116,552",voltage reduction
Heavy Snow Storm,2007,4/5/07,9:20 p.m.,4/6/07,1:10 p.m.,Central Maine Power Company,Southern and Coastal Maine,NPCC,-,"117,142","severe weather, winter storm"
Major Storm,2011,2/19/11,12:30 PM,2/20/11,4:00 AM,Exelon Corporation/PECO,"Philadelphia area, Pennsylvania",RFC,UNK,118000,"severe weather, storm"
High Winds/Rain,2009,6/25/09,3:30 p.m.,6/28/09,8:00 p.m.,Detroit Edison,Western Region of Service Territory,RFC,N/A,"118,000","severe weather, wind, rain"
Hurricane Humberto,2007,9/13/07,4:00 a.m.,9/14/07,7:00 a.m.,Entergy Corporation,"Between Galveston and Beaumont, Texas",SPP,N/A,"118,000","severe weather, hurricane/tropical storm"
Severe Thunderstorm,2005,11/6/05,7:30 a.m.,11/11/05,11:30  p.m.,DTE Energy,Southeast Michigan,ECAR,212,"118,000","severe weather, thunderstorm"
Severe Weather - Wind Storm,2013,1/31/13,3:05 AM,1/31/13,4:48 AM,Dominion Virginia Power,Central and Eastern Virginia,SERC,188,"119,000","severe weather, wind"
Severe Weather - Thunderstorms,2012,9/8/12,3:53 PM,9/9/12,7:46 PM,Dominion Virginia Power,Virginia,SERC,475,"119,000","severe weather, thunderstorm"
Strong Thunderstorms,2004,11/23/04,10:00 p.m.,11/24/04,1:00 a.m.,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,150,"119,000","severe weather, thunderstorm"
Severe Weather - Thunderstorms,2014,6/30/14,5:55 PM,7/1/14,2:53 AM,We Energies,Southeast  Wisconsin,MRO,424,"120,000","severe weather, thunderstorm"
Severe Weather,2011,7/11/11,2:27 PM,7/12/11,3:50 PM,American Electric Power (AEP),"Indiana, Michigan, Ohio",RFC,UNK,"120,000",severe weather
Severe Thunderstorms,2010,4/16/10,5:15 p.m.,4/18/10,5:00 PM,Allegheny Power,Southwestern Pennsylvania,RFC,15,"120,000","severe weather, thunderstorm"
Snow Storm,2006,10/12/06,8:00 p.m.,10/21/06,11:00 p.m.,New York State Electric and Gas,Western New York State,NPCC,353,"120,000","severe weather, winter storm"
Cable Failure,2003,12/20/03,3:51 p.m.,12/21/03,11:45 p.m.,Pacific Gas and Electric,"San Francisco, California",WECC,150,"120,000",equipment failure
Severe Weather,2011,5/26/11,7:56 PM,5/27/11,6:00 PM,PPL Electric Utilities,Central Pennsylvania,RFC,150,"120,001",severe weather
Severe Weather - Snow/Ice,2014,2/12/14,11:03 AM,2/15/14,8:40 AM,South Carolina Electric and Gas,South Carolina,SERC,700,"120,124","severe weather, winter storm"
Tornado,2004,6/12/04,5:37 p.m.,6/12/04,5:41 p.m.,Lincoln Electric System,"Lincoln, Nebraska",MAPP,428,"120,212","severe weather, tornado"
Severe Weather - Thunderstorms,2012,4/20/12,2:27 PM,4/21/12,4:27 AM,CenterPoint Energy,"Metropolitan Houston, Texas",TRE,N/A,"120,377","severe weather, thunderstorm"
Severe Weather,2011,6/30/11,10:30 PM,7/1/11,5:00 PM,Exelon Corporation/ComEd,Illinois,RFC,UNK,"121,000",severe weather
High Winds,2004,12/1/04,10:00 a.m.,12/2/04,11:59 p.m.,Baltimore Gas & Electric Company,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",MAAC,270,"122,000","severe weather, wind"
Severe Storm with High Wind Gusts,2004,10/30/04,10:00 a.m.,11/1/04,6:00 p.m.,Consumers Energy,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",ECAR,60,"122,000","severe weather, wind"
Severe Weather - Thunderstorms,2013,7/10/13,5:30 PM,7/11/13,8:00 PM,American Electric Power,AEP Ohio Power Footprint,RFC,N/A,"122,314","severe weather, thunderstorm"
Severe Thunderstorms,2008,4/4/08,12:31 p.m.,4/4/08,5:00 p.m.,Entergy Corporation,"Arkansas, North Louisiana, Mississippi",SERC,N/A,"122,600","severe weather, thunderstorm"
Severe Thunderstorms,2004,5/21/04,11:00 a.m.,5/26/04,9:00 p.m.,American Electric Power,"Northern and Southern Michigan, AEP Fort Wayne/Michigan Region, Buchanan, Elkhart, New Buffalo, South Bend, St. Joseph, Three Rivers areas",ECAR,303,"122,600","severe weather, thunderstorm"
Equipment Failure,2013,7/18/13,11:45 PM,7/19/13,10:05 AM,San Diego Gas & Electric Co,Southern Orange County California,WECC,200,"123,000",equipment failure
Strong Thunderstorms,2005,5/29/05,8:00 p.m.,5/30/05,2:30 a.m.,CenterPoint Energy Houston Electric,"Houston, Texas and surrounding suburban areas",ERCOT,328,"123,000","severe weather, thunderstorm"
Winter Storm,2010,11/22/10,11:00 p.m.,11/24/10,8:00 PM,Puget Sound Energy,"Puget Sound Region, Washington",WECC,420,"123,535","severe weather, winter storm"
Strong Winds,2006,2/4/06,1:34 a.m.,2/6/06,12:01 a.m.,Snohomish County PUD #1,"Snohomish County, Washington",WECC,150,"123,827","severe weather, wind"
Severe Weather - Lightning Strike,2013,8/19/13,7:06 PM,8/20/13,6:02 AM,Southern California Edison Co,Central California,WECC,685,"124,000","severe weather, thunderstorm"
Severe Weather,2010,7/25/10,3:20 p.m.,7/27/10,6:00 PM,Baltimore Gas and Electric,Central Maryland,RFC,480,"124,000",severe weather
Tripped line,2000,8/28/00,11:00 p.m.,8/28/00,N/A,Southern Indiana Gas & Elec,Indiana,ECAR,15,"124,000",equipment failure
Wind Storm,2008,9/14/08,5:00 p.m.,9/19/08,12:38 p.m.,Pennsylvania Electric Company,Western Pennsylvania,RFC,72,"124,596","severe weather, wind"
Severe Weather - Winter Storm,2012,12/2/12,5:20 AM,12/4/12,9:00 AM,Pacific Gas & Electric Co,Northern California,WECC,250,"125,000","severe weather, winter storm"
High Winds/Rain,2009,4/25/09,2:30 p.m.,4/29/09,1:00 a.m.,Detroit Edison,Western Region of Service Territory,RFC,N/A,"125,000","severe weather, wind, rain"
Severe Weather,2008,6/8/08,9:30 a.m.,6/9/08,7:00 a.m.,Exelon Corporation-ComEd,The Entire ComEd Territory,RFC,N/A,"125,000",severe weather
Hurricane Rita,2005,9/23/05,1:06 p.m.,10/6/05,2:30 p.m.,Louisiana Generating,West and Southwest Louisiana,SPP,350,"125,000","severe weather, hurricane/tropical storm"
Tropical Storm Gaston,2004,8/29/04,9: 52 a.m.,8/29/04,6:00 p.m.,South Carolina Electric and Gas Company,Southeastern South Carolina,SERC,450,"125,000","severe weather, hurricane/tropical storm"
Severe Weather,2010,6/2/10,8:18 p.m.,6/4/10,8:00 AM,CPS Energy,"San Antonio, TX",TRE,N/A,"126,000",severe weather
Severe Wind Storm,2008,6/27/08,4:30 p.m.,6/27/08,5:30 p.m.,Omaha Public Power District,"Omaha, Nebraska (Metro Area)",MRO,650,"126,000","severe weather, wind"
Severe Snow Storm,2006,2/12/06,5:55 a.m.,2/12/06,2:00 p.m.,Dominion - Virginia Power,Northern and Northwestern Virginia,RFC,250,"126,000","severe weather, winter storm"
Severe Weather - Thunderstorms,2014,6/30/14,11:20 PM,7/1/14,5:00 PM,Northern Indiana Public Service Company,North Central Indiana,RFC,Unknown,"127,000","severe weather, thunderstorm"
Severe Weather - Tornados,2013,5/31/13,6:00 PM,6/4/13,10:30 AM,Oklahoma Gas & Electric Co,"El Reno, S. Oklahoma City, Oklahoma",SPP,Unknown,"127,000","severe weather, tornado"
Severe Weather - Winter Storm,2013,1/17/13,6:07 PM,1/20/13,7:30 PM,American Electric Power (AEP),"Southwest Virginia, Southern West Virginia",RFC,Unknown,"127,000","severe weather, winter storm"
